A,B,C
2.0665322113343683,4.868205794216515,2.396582902082346
3.8606327215551626,0.4430900169240459,-0.24793100794612943
3.976183423338094,5.745764145678315,4.057578328751224
6.875033411335588,3.507830961467575,3.527783523474861
2.3196153557122363,9.423302706447535,4.535634297408104
1.2255935110104819,4.337751401476939,6.234200230489746
6.709856581929285,0.6408546472551504,6.760825290507347
4.176889460750218,,3.551644182040017
4.277181861912421,4.692911361577352,4.24932060381461
4.75587262121755,1.645235912872688,2.39315740645193
4.702482601071022,1.8793644626530037,4.185637670893115
5.864881000594759,6.280135019779529,7.620780247670341
5.983911449412369,8.179389535082167,3.9762607072630614
5.493256587553005,5.722367367122062,2.5975816482769405
4.019039700692078,2.5661286470976648,5.2886037068243255
0.22847914669523028,,6.129739034017199
4.581145059575791,,5.694687607098638
2.743098399366801,4.958363108276335,-1.1571801375908732
6.370935170227865,,1.9115718633331054
3.0785880762030504,6.456739216549529,5.189215969276097
7.804341875012,2.138973948285155,5.679985720645996
2.757128943033074,5.1873024270913834,3.2432912338113757
5.697950948344005,2.98617774060164,3.040437380139659
12.06878332737028,5.75226936718696,3.1148277067843027
-0.5304283061749109,5.856222753309446,3.556739284391427
8.756733967205768,4.015063067155333,10.66700071474258
7.959171996364681,2.8104738344865274,5.314332026700736
7.000801979611594,,0.6010226483905505
2.801540607241931,4.372114885687179,6.084441386713749
0.3819804427065181,3.2543901663415644,-1.8209525023633173
5.222477625599092,6.680500583508451,4.11656116777362
3.8363816803466375,2.919635683111674,7.211579899053519
5.5515797474360635,6.226759865110697,3.769138748201436
6.449869289822538,2.3289205378545166,-0.9994164521821869
4.757441857237247,6.786916011257183,9.655445663576394
2.8288443766357085,8.094108905909525,5.001355235368364
5.10045190230869,3.367190527537251,6.9264311522249535
4.657941755092038,2.0814580470348334,4.623594956064868
2.466999313041443,,1.764073308573396
6.435734158313359,5.7135569124260694,5.604249667510374
4.515805020141281,0.6473113309233032,10.131810552097209
6.621105750040742,2.3015852767144507,7.20065224278512
0.3634907932030007,5.485795367790814,8.641795844037041
5.348622580649398,3.8392498299954103,4.125908418622146
4.64237130336639,3.775185839264192,4.486244929802242
5.846987451444657,3.736758412429073,2.417071732676875
8.199885521989291,4.216188517350658,8.35786273464472
3.852772279188553,7.86797225065628,3.983003320288403
4.881070372803418,5.850690047066751,3.622956558930008
6.8397324079172455,2.240416415258445,1.7715347389673646
4.231702024065759,2.217256160119508,4.564054868927782
7.407426124394303,3.608493841806295,0.47287189222315007
3.7574814714274702,5.2527905368115295,10.248267332000296
4.142069495007807,5.653850704836457,3.597574714071695
8.79666066388673,2.514592595860422,3.066708874314605
3.1509447725559823,6.816090995622416,1.942168875220883
5.443912379638466,6.0396865368396515,3.747405118441194
3.16167660119211,,6.535275536648594
3.9986117764952405,6.0002352100808345,3.5990152028122884
3.780535258146725,,5.788524724636055
1.9992268964317423,7.4586179663626435,0.7569409224097461
-2.0723123950178888,4.219201440695847,6.223458594563882
6.451561081488111,0.4962159666580419,8.753410062426633
7.154169470263112,5.109858080768341,-2.48507887984038
5.942588746458338,7.246330231236402,6.029313353629592
4.367718998150832,3.7227149975770746,3.4935729384988026
6.632902899253514,11.409093032096049,9.473655575702283
4.79774040053882,1.9065628470747877,6.382150164720054
6.047174768493216,,1.245694994212009
9.06947351535702,7.193486267740826,5.344142985262475
7.20616437168681,5.101089640756914,6.642007924371833
6.996344869659145,4.3410411179930035,4.316001228140406
10.745397011718877,4.034181094500116,2.148250817175585
5.303479665555708,5.359320269783159,6.621959609419552
6.196367538905255,7.118383361718497,7.002261224252511
8.217521422116073,4.380876816807839,2.138661786094506
9.205188424551341,4.4363579189727504,2.419616967452334
5.831586586796513,2.387638260066337,9.980339226283968
6.455140378283289,2.8860797789046773,8.414538925616052
11.2683454112783,6.663248689343321,2.024949541928898
5.266433418833498,6.198949095883018,9.061032802291116
6.00185604709507,2.2326942642617045,4.104355359577816
3.8029415744056014,10.120285759501435,7.5013850351202045
10.847642237546097,5.975737860100178,-3.145145011068367
0.8922673782268236,5.511103672861262,2.045105016005074
10.968063605396207,,-0.3861094246389696
8.04929377193493,3.9052226849613536,6.56518675474058
5.222194379144726,7.60960287083857,-2.001351549785853
6.081274879458068,2.684578941901187,4.570919591283027
4.1352728443013165,,2.4464178272131187
10.851304160136056,,8.96578138510526
6.151327246304872,,7.980375338763712
6.821544966100832,1.727149788126567,3.070239877304947
10.573322157129777,4.341353605661691,7.540298777087585
4.262880908047339,3.3123410397612307,2.56530577517655
3.4524791097282526,8.784998447112251,6.136664732137925
10.171060981134625,2.3496270492966183,7.859812493266853
7.702412460341844,1.7892437548041378,-2.019253104376739
1.6204182206553819,3.4528194554155998,11.507895053922068
1.3578445583458167,4.4470359104694195,2.509568448174521
0.8749812802047963,2.7443695474142427,1.6566710557752238
1.9104165855916966,5.236992297637306,6.844030657515084
0.5354133734377458,,10.084013919978236
2.7228621191353817,5.438389045553999,6.850522510378786
3.5876326185025595,6.648691736131729,8.192293870388278
2.9900914192385906,11.219500428132479,8.405389150520081
3.7854236029085806,4.318366792533101,8.484355493976695
1.0670373095908916,1.9568607710426953,7.611134348150285
3.043305059408642,4.338964338466768,1.7901389346729109
2.8885325974239233,6.095205364328095,4.774668815240874
5.403417265667239,2.984201257852509,1.2151943517681723
3.646764195876333,-1.3643078692218173,4.536782613294732
4.657008212238135,7.277076937462862,11.637998759069859
2.2159043487261076,8.519359222550388,4.707499409589629
5.120919744651501,1.544055046245174,8.468969494920998
7.3671056787670235,4.3735698586751255,3.8350322906658585
5.0079784008982715,2.635767202977811,7.4903225245675795
1.162347535537751,6.311542503028519,2.6847431677718645
3.449070757060177,,3.9554420934747014
7.150833395416252,8.75370957093951,4.5215172027714825
6.6231983442959175,5.628369097779152,3.5404597126605424
2.265918372234421,7.047931684541942,8.121546661288663
9.850694913647917,4.108589206814482,8.498955456938656
7.9206767651084595,8.258747771875127,6.035801883576706
2.9957861608648537,7.506164016821382,2.9240648685801847
5.702786892020753,4.759653631074579,5.914313547193585
2.306658253822254,5.672806521982679,1.6723595242425633
7.977192948428868,5.573374764282566,3.657624048203757
7.294947510159298,4.174925931491071,7.844804201027539
3.325066535961795,3.210281174792729,1.9422101434646293
2.6182643336349942,-1.1860544646357098,-0.028544914874624183
1.6756898943984155,5.692756081908274,5.706416197378839
10.361912685830358,2.6648735374558203,7.977276942906975
6.164321464838385,4.966423175532327,6.952060397701918
5.298109862021545,,4.997888689117864
-0.15942256497509888,4.813542616396065,6.498532636748379
3.78906845131939,2.974577431787994,3.073175818511926
3.4215377483795932,11.637056258774056,0.09810978162482265
5.988239714801566,5.251062032142028,7.349523594679158
8.992164405338283,-2.2111205427939593,8.827415706300055
9.253686309501228,,8.579999226929825
9.12189129258936,7.928151477412146,2.714403253368612
9.165394958773616,-1.6638468299328304,6.243821019292641
4.1943649020972344,6.993686550486375,12.828369143230253
2.535089433763445,3.3777822599474407,3.498978471235135
0.7096692333593655,3.97469943785895,7.272003218482674
-0.8702693511720465,4.839175117784961,0.7195920049100675
6.6656134593505,,9.410873313591718
4.908207316152646,2.8505638930981427,3.835499548591845
-1.6187408095062894,2.529910009938443,8.587953224529553
6.104134659354312,3.234911298027412,2.81792965490553
1.4538448306022849,2.5446264480042493,7.466681574005809
-1.0415280804283498,4.351528930784912,4.640077364778311
9.692207705930025,3.9602105601851463,5.057948953100374
3.557378463060479,1.946749907617869,1.024889059783474
2.3516449936437342,7.8982476865742175,3.0613075091847306
8.257039103725747,3.730466843074108,8.016582330132184
10.611240244211992,4.278942790764798,4.935754306852906
3.279168575170958,2.1323265560763196,0.4202792857872861
3.5321636359939745,5.644665179720948,1.4207726223468677
-0.7819819700478412,3.8051921489509404,4.854196654064514
8.869848580500854,2.3251904047494443,11.142653363086307
0.5461122509786112,0.9784918910659721,5.642055740246279
6.637921015780289,3.3344896055873843,5.146883747866796
0.861599249663425,9.756656854265959,2.0023335347855866
4.817039480419905,0.11134741406942705,5.382311333118849
3.1748786599630727,2.837759954496333,4.683925597186821
9.559480183300856,0.6423143376697369,6.194580316112768
3.5577848744613623,4.838337195484422,4.531371949425477
4.61144802907522,5.7186376814150535,0.6857591258846041
5.776547189398357,0.8239961518518815,3.908747516105593
5.243551370456037,6.449631718947434,4.836036329655508
1.6470300252258152,2.3255545276773133,1.4278087552520038
0.8264609245833956,6.073386133291888,5.492694102489549
-0.336466104726064,3.5731665092752927,4.830212700766019
7.373023854002149,4.457371734099837,3.64639533073641
6.851284841633819,4.586817808387446,3.086151345919639
10.085192274736873,1.8375504046108175,6.197882418446121
7.347745885707631,5.970041349365181,3.0986937980338793
4.1992719509486935,5.891585761002797,9.707022998246611
14.779780070262477,6.1488709619260185,3.3349676798176047
-1.1113881615502192,2.2299007183764914,7.6132901301065115
3.319468004302391,4.158564653292654,-0.26714797684528335
5.187543592356915,5.995716585182895,7.4623603479143155
3.3951731705425674,6.950345862437764,5.954747015643847
4.563059669916105,3.9269897873652697,7.518016042855456
12.082153248765078,,5.16591625779095
2.2654657111248624,,3.046160358643641
6.515575801704813,5.528343113512584,6.347364253372559
3.9435971435909583,3.6426157963329806,4.607271414176904
8.634296790190366,4.176263072351187,4.7593376066930855
5.334584196067835,2.976487629910781,5.946622402008954
6.054495637429752,-0.44001278473567407,1.256105020664397
5.050673795314595,3.4171714840172145,7.5532890813449045
2.8151712298687817,,7.323936353430002
0.7080518698854537,4.6627257034790475,2.2253209380057264
4.123409512995772,,3.702065010107542
1.4020495077382962,0.8234547874309786,3.053973803820986
3.6587849679767572,11.061523421451696,2.415090207135017
3.3301533534590635,4.10527181012438,3.6512079987573642
2.2981517002248815,5.040083103595348,1.3379201604839879
2.9836558485984495,3.3085646559724147,7.003033011553935
1.259866366334271,,2.1339313568354603
8.494867829407422,6.193879756890437,3.163282433123572
4.166605192930647,0.2957242220256582,0.528005896747402
8.477588616241164,2.2894400587997703,9.233904439851447
6.608607411388458,3.1749760910330522,4.889383266103403
2.9285684232220417,1.8022873334574214,-1.1065271353916675
7.552158811356174,2.9508745916569206,3.1736710718718033
1.8980530887604452,6.451746997372476,-1.6628498540413794
8.128555494806193,3.8084108856118792,4.141036450687404
6.431299381873966,8.162029291261884,2.855985847700457
8.044694578339573,4.725817242718841,4.01945746567978
